 ; Total Impressions; Black Toner; Black Toner; Cyan Toner; Cyan Toner; Magenta Toner; Magenta Toner; Yellow Toner; Yellow Toner; Drum Cartridge (R1); Drum Cartridge (R1); Drum Cartridge (R2); Drum Cartridge (R2); Drum Cartridge (R3); Drum Cartridge (R3); Drum Cartridge (R4); Drum Cartridge (R4)
2024-04-03; 1533246; 100%; 26500;  60%; 8500;  70%; 10500;  10%; 500;  64%; 87000;  34%; 46000;  14%; 19000;  41%; 56000; 
2024-04-03; 1533246; 100%; 26500;  60%; 8500;  70%; 10500;  10%; 500;  64%; 87000;  34%; 46000;  14%; 19000;  41%; 56000; 
